Date,Year,WeeklyMean,WeeklyLower,WeeklyUpper,linear_Prognose,linear_CI_Lower,linear_CI_Upper,linear_Mean_Typical,logistic_Prognose,logistic_CI_Lower,logistic_CI_Upper,logistic_Mean_Typical,exponential_Prognose,exponential_CI_Lower,exponential_CI_Upper,exponential_Mean_Typical
2000-07-03,2000,0.9947283176446261,0.9731689254341706,1.0162877098550818,1.687605716987392,1.6553603421635241,1.7287053944634942,1.692032868313509,1.7064722503003755,1.6553603421635241,1.7287053944634942,1.692032868313509,1.6791252476753311,1.6553603421635241,1.7287053944634942,1.692032868313509
2000-07-10,2000,0.9723875401924162,0.912196338933112,1.0325787414517205,1.6371845660206832,1.5516459725252236,1.7564164392093766,1.6540312058673001,1.654176848073151,1.5516459725252236,1.7564164392093766,1.6540312058673001,1.6717155285277976,1.5516459725252236,1.7564164392093766,1.6540312058673001
2000-07-17,2000,0.9270435334851957,0.8531485316518832,1.0009385353185083,1.6152058603471189,1.4512056523398533,1.7025964485767826,1.576901050458318,1.6241572345674462,1.4512056523398533,1.7025964485767826,1.576901050458318,1.6122604596707075,1.4512056523398533,1.7025964485767826,1.576901050458318
2000-07-24,2000,0.8621953016509013,0.7860599599201106,0.938330643381692,1.5897817899942766,1.337087991824108,1.5961004243922583,1.466594208108183,1.5816916130638516,1.337087991824108,1.5961004243922583,1.466594208108183,1.5385766565654453,1.337087991824108,1.5961004243922583,1.466594208108183
2000-07-31,2000,0.812673723046604,0.7509030845799778,0.8744443615132302,1.4964187946480583,1.2772861468705423,1.4874298589340047,1.3823580029022735,1.4821495918794096,1.2772861468705423,1.4874298589340047,1.3823580029022735,1.4218176249582501,1.2772861468705423,1.4874298589340047,1.3823580029022735
2000-08-07,2000,0.791985289595399,0.7484415164175662,0.8355290627732319,1.4157693423924174,1.2730990194262801,1.4212349357772676,1.3471669776017738,1.4116149257688093,1.2730990194262801,1.4212349357772676,1.3471669776017738,1.4275833673275335,1.2730990194262801,1.4212349357772676,1.3471669776017738
2000-08-14,2000,0.7999149303683587,0.7610377768451543,0.8387920838915631,1.4162198034247488,1.2945252584136075,1.426785334699549,1.3606552965565781,1.3568258167066185,1.2945252584136075,1.426785334699549,1.3606552965565781,1.4385264946875174,1.2945252584136075,1.426785334699549,1.3606552965565781
2000-08-21,2000,0.8258284876704038,0.7750788522383673,0.8765781231024404,1.4178942515942181,1.3184091276574628,1.4910593873972513,1.404734257527357,1.4103408068739738,1.3184091276574628,1.4910593873972513,1.404734257527357,1.3808538151040435,1.3184091276574628,1.4910593873972513,1.404734257527357
2000-08-28,2000,0.8557834261612223,0.8048884117621227,0.9066784405603219,1.4131331295207548,1.3691151884073707,1.5422600273931075,1.4556876079002392,1.3875269349666266,1.3691151884073707,1.5422600273931075,1.4556876079002392,1.408543139414986,1.3691151884073707,1.5422600273931075,1.4556876079002392
2000-09-04,2000,0.8794816884195927,0.8192381023149619,0.9397252745242236,1.478249015887177,1.3935240120377501,1.5984726919657044,1.4959983520017273,1.4123965765581037,1.3935240120377501,1.5984726919657044,1.4959983520017273,1.4513033873222416,1.3935240120377501,1.5984726919657044,1.4959983520017273
2000-09-11,2000,0.8910440505505951,0.8176783250678646,0.9644097760333256,1.4755966119567774,1.3908708309404378,1.6404610290326869,1.5156659299865622,1.5001493249080058,1.3908708309404378,1.6404610290326869,1.5156659299865622,1.543138310529596,1.3908708309404378,1.6404610290326869,1.5156659299865622
2000-09-18,2000,0.8901124645911825,0.8190046760915938,0.9612202530907713,1.4624387088078612,1.393126954031801,1.635035650507402,1.5140813022696016,1.4554055435492974,1.393126954031801,1.635035650507402,1.5140813022696016,1.5209161499368276,1.393126954031801,1.635035650507402,1.5140813022696016
2000-09-25,2000,0.9009836176255422,0.8396844055233808,0.9622828297277037,1.467780589912868,1.4283031737952707,1.636843093366824,1.5325731335810475,1.525966730515976,1.4283031737952707,1.636843093366824,1.5325731335810475,1.5243173004753265,1.4283031737952707,1.636843093366824,1.5325731335810475
2000-10-02,2000,0.9141266256882948,0.8861457130012946,0.942107538375295,1.525902093594036,1.5073338578152022,1.602524922776377,1.5549293902957895,1.5038998032708002,1.5073338578152022,1.602524922776377,1.5549293902957895,1.4898383301895242,1.5073338578152022,1.602524922776377,1.5549293902957895
2000-10-09,2000,0.9381243215511873,0.9174497080939092,0.9587989350084654,1.563547551442176,1.5605819534677396,1.6309169884493997,1.5957494709585696,1.4985999115643265,1.5605819534677396,1.6309169884493997,1.5957494709585696,1.5019496810160406,1.5605819534677396,1.6309169884493997,1.5957494709585696
2000-10-16,2000,0.9458047447617549,0.9249354314794543,0.9666740580440555,1.6032864096644723,1.5733151689465519,1.6443125727329384,1.6088138708397453,1.5446300542784985,1.5733151689465519,1.6443125727329384,1.6088138708397453,1.544046544884027,1.5733151689465519,1.6443125727329384,1.6088138708397453
2000-10-23,2000,0.968926506604661,0.9339889983509145,1.0038640148584075,1.6728579723917538,1.5887152861949057,1.7075726892741512,1.6481439877345283,1.5626453797390971,1.5887152861949057,1.7075726892741512,1.6481439877345283,1.5978468118891427,1.5887152861949057,1.7075726892741512,1.6481439877345283
2000-10-30,2000,0.9830504319025005,0.9285816222766405,1.0375192415283605,1.687694932282235,1.5795173394925657,1.7648202298397413,1.6721687846661535,1.6249382392773868,1.5795173394925657,1.7648202298397413,1.6721687846661535,1.6064665085079795,1.5795173394925657,1.7648202298397413,1.6721687846661535
2000-11-06,2000,1.0270044424395122,0.973418702859602,1.0805901820194224,1.732971051482792,1.655785213564183,1.8380838996150375,1.7469345565896102,1.6813993316259916,1.655785213564183,1.8380838996150375,1.7469345565896102,1.659785229189518,1.655785213564183,1.8380838996150375,1.7469345565896102
2000-11-13,2000,1.0642471671611595,1.010360752428325,1.1181335818939941,1.7508752034542658,1.7186236398805808,1.9019452228016842,1.8102844313411324,1.7151152338506053,1.7186236398805808,1.9019452228016842,1.8102844313411324,1.7262450408713166,1.7186236398805808,1.9019452228016842,1.8102844313411324
2000-11-20,2000,1.129305010748249,1.1109852716500177,1.1476247498464802,1.8679233293543864,1.8897859470766802,1.952109699488863,1.9209478232827715,1.8999482108959493,1.8897859470766802,1.952109699488863,1.9209478232827715,1.8669442016766777,1.8897859470766802,1.952109699488863,1.9209478232827715
2000-11-27,2000,1.237039499730676,1.1815206323061158,1.292558367155236,2.039149927630809,2.009766595552703,2.1986417825310567,2.1042041890418797,2.043785378609108,2.009766595552703,2.1986417825310567,2.1042041890418797,2.0336564494435714,2.009766595552703,2.1986417825310567,2.1042041890418797
2000-12-04,2000,1.3676700926733851,1.3435627541141106,1.3917774312326596,2.2607334443575904,2.2854002447481023,2.367413410526754,2.3264068276374283,2.289651357195357,2.2854002447481023,2.367413410526754,2.3264068276374283,2.252731106991399,2.2854002447481023,2.367413410526754,2.3264068276374283
2000-12-11,2000,1.4903819557383826,1.447531760896645,1.5332321505801203,2.4593415901350992,2.4622515252851933,2.608027888136785,2.535139706710989,2.469839164309997,2.4622515252851933,2.608027888136785,2.535139706710989,2.5108353785958015,2.4622515252851933,2.608027888136785,2.535139706710989
2000-12-18,2000,1.5728397936442635,1.5122910210127032,1.6333885662758238,2.6731863663993947,2.5724070267426082,2.7783939512351763,2.6754004889888923,2.6684436479196734,2.5724070267426082,2.7783939512351763,2.6754004889888923,2.675973873557649,2.5724070267426082,2.7783939512351763,2.6754004889888923
2000-12-25,2000,1.3559930657159633,1.1850510037302477,1.526935127701679,2.7398630901657204,2.0157717573451515,2.597316652220556,2.306544204782854,2.6937741570671925,2.0157717573451515,2.597316652220556,2.306544204782854,2.648494787593437,2.0157717573451515,2.597316652220556,2.306544204782854
2001-01-01,2000,1.1118965551778868,0.8830897221585537,1.3407033881972197,2.1799560788521357,1.5021356173917,2.280536463323471,1.8913360403575854,2.1880466262557787,1.5021356173917,2.280536463323471,1.8913360403575854,2.125290824208756,1.5021356173917,2.280536463323471,1.8913360403575854
2001-01-08,2001,0.7995613744301684,0.5718680065885987,1.027254742271738,1.3723674903362186,0.9893316513982757,1.7771507041301067,1.3832411777641913,1.4254139674911603,0.9893316513982757,1.7771507041301067,1.3832411777641913,1.0279818869662252,0.9893316513982757,1.7771507041301067,1.3832411777641913
2001-01-15,2001,0.9202538277017452,0.7562008551328663,1.0843068002706242,1.5163892219523596,1.3082274793798587,1.8758507644681799,1.5920391219240193,1.521759190127054,1.3082274793798587,1.8758507644681799,1.5920391219240193,1.2027036434029839,1.3082274793798587,1.8758507644681799,1.5920391219240193
2001-01-22,2001,0.9964464115978521,0.8661756398422843,1.1267171833534197,1.7399994321391212,1.498483856927152,1.9492207272014161,1.723852292064284,1.5920984753420047,1.498483856927152,1.9492207272014161,1.723852292064284,1.3799619734596953,1.498483856927152,1.9492207272014161,1.723852292064284
2001-01-29,2001,0.9920761355654276,0.8141923745403076,1.1699598965905476,1.8798581114512527,1.408552807954732,2.024030621101647,1.7162917145281897,1.5849692108996496,1.408552807954732,2.024030621101647,1.7162917145281897,1.5796588067307358,1.408552807954732,2.024030621101647,1.7162917145281897
2001-02-05,2001,0.9765445326981342,0.7709660280692548,1.1821230373270137,1.8087472307881798,1.333771228559811,2.045072854575734,1.6894220415677723,1.6211820283228884,1.333771228559811,2.045072854575734,1.6894220415677723,1.630271655002187,1.333771228559811,2.045072854575734,1.6894220415677723
2001-02-12,2001,0.9583202160274422,0.7630416259263482,1.1535988061285363,1.7348138743674788,1.3200620128525824,1.9957259346023677,1.657893973727475,1.6351482871437881,1.3200620128525824,1.9957259346023677,1.657893973727475,1.70526845906495,1.3200620128525824,1.9957259346023677,1.657893973727475
2001-02-19,2001,0.9317862862103911,0.742231609845298,1.1213409625754842,1.696026912318069,1.2840606850323655,1.9399198652555876,1.6119902751439765,1.5839550443850978,1.2840606850323655,1.9399198652555876,1.6119902751439765,1.6038814542738122,1.2840606850323655,1.9399198652555876,1.6119902751439765
2001-02-26,2001,0.9140477866158176,0.7448657465035162,1.083229826728119,1.4663589447748795,1.288617741451083,1.873987600239646,1.5813026708453646,1.548928960557575,1.288617741451083,1.873987600239646,1.5813026708453646,1.6186974667102052,1.288617741451083,1.873987600239646,1.5813026708453646
2001-03-05,2001,0.9111716284810846,0.749931347156818,1.0724119098053513,1.4601887264886941,1.297381230581295,1.8552726039632577,1.5763269172722763,1.5626797824244885,1.297381230581295,1.8552726039632577,1.5763269172722763,1.5422259614758187,1.297381230581295,1.8552726039632577,1.5763269172722763
2001-03-12,2001,0.9130343580166819,0.7631875795331581,1.0628811365002058,1.5561063792588528,1.3203145125923634,1.838784366145356,1.5795494393688596,1.4545927841876671,1.3203145125923634,1.838784366145356,1.5795494393688596,1.5185604222056606,1.3203145125923634,1.838784366145356,1.5795494393688596
2001-03-19,2001,0.925696565796221,0.786418233066881,1.064974898525561,1.607455507050601,1.360503543205704,1.8424065744492204,1.6014550588274623,1.4646373849985364,1.360503543205704,1.8424065744492204,1.6014550588274623,1.5532611310206792,1.360503543205704,1.8424065744492204,1.6014550588274623
2001-03-26,2001,0.9493197717406837,0.8674224934995406,1.031217049981827,1.5947651163871324,1.5006409137542052,1.7840054964685605,1.6423232051113827,1.536421782753071,1.5006409137542052,1.7840054964685605,1.6423232051113827,1.6473347493130057,1.5006409137542052,1.7840054964685605,1.6423232051113827
2001-04-02,2001,0.9878706965504901,0.9727294083886829,1.0030119847122971,1.6232831129685736,1.6828218765124214,1.735210733552274,1.709016305032348,1.6235639579179428,1.6828218765124214,1.735210733552274,1.709016305032348,1.68499701239188,1.6828218765124214,1.735210733552274,1.709016305032348
2001-04-09,2001,1.0278862780188593,0.9534339728710938,1.102338583166625,1.6641570166771316,1.6494407730669922,1.9070457488782613,1.7782432609726266,1.7582721802856687,1.6494407730669922,1.9070457488782613,1.7782432609726266,1.6994180878881209,1.6494407730669922,1.9070457488782613,1.7782432609726266
2001-04-16,2001,1.0462072028670941,0.9099134525421559,1.1825009531920323,1.833507206893674,1.5741502728979297,2.0457266490222157,1.8099384609600728,1.8247672047274253,1.5741502728979297,2.0457266490222157,1.8099384609600728,1.8416878606350129,1.5741502728979297,2.0457266490222157,1.8099384609600728
2001-04-23,2001,1.047587520128899,0.8725687423214197,1.2226062979363785,1.7612828065482617,1.509543924216056,2.115108895429935,1.8123264098229954,1.978858996374882,1.509543924216056,2.115108895429935,1.8123264098229954,1.9646876097904378,1.509543924216056,2.115108895429935,1.8123264098229954
2001-04-30,2001,1.021826618769377,0.8458051181617223,1.1978481193770316,1.8207119789157107,1.4632428544197795,2.0722772465222645,1.7677600504710222,1.9514171488356755,1.4632428544197795,2.0722772465222645,1.7677600504710222,1.9249544926072828,1.4632428544197795,2.0722772465222645,1.7677600504710222
2001-05-07,2001,1.0197508726786584,0.8483074274867906,1.1911943178705262,1.786067215023128,1.4675718495521477,2.0607661699160102,1.764169009734079,1.8406665751793483,1.4675718495521477,2.0607661699160102,1.764169009734079,1.9160555630314267,1.4675718495521477,2.0607661699160102,1.764169009734079
2001-05-14,2001,1.0263406867658655,0.8930100636702959,1.1596713098614353,1.7457676550874344,1.5449074101496119,2.006231366060283,1.7755693881049475,1.902284338114886,1.5449074101496119,2.006231366060283,1.7755693881049475,1.9007812636845745,1.5449074101496119,2.006231366060283,1.7755693881049475
2001-05-21,2001,1.0322291704647983,0.921759509272649,1.1426988316569477,1.7086405704650254,1.5946439510416828,1.9768689787665197,1.7857564649041011,1.8300530561971673,1.5946439510416828,1.9768689787665197,1.7857564649041011,1.8256880918753011,1.5946439510416828,1.9768689787665197,1.7857564649041011
2001-05-28,2001,1.0090795826521792,0.9113511823599585,1.1068079829444,1.712615322245316,1.5766375454827282,1.914777810493812,1.74570767798827,1.8116968333744594,1.5766375454827282,1.914777810493812,1.74570767798827,1.824938445691667,1.5766375454827282,1.914777810493812,1.74570767798827
2001-06-04,2001,0.994834208905019,0.9158149216221101,1.0738534961879278,1.7835827280609262,1.5843598144062505,1.8577665484051151,1.7210631814056827,1.7994382882640798,1.5843598144062505,1.8577665484051151,1.7210631814056827,1.7307175033828108,1.5843598144062505,1.8577665484051151,1.7210631814056827
2001-06-11,2001,1.001470415127639,0.9202610950651596,1.0826797351901183,1.818702027156778,1.592051694462726,1.8730359418789047,1.7325438181708155,1.8018078567361788,1.592051694462726,1.8730359418789047,1.7325438181708155,1.7562784040312878,1.592051694462726,1.8730359418789047,1.7325438181708155
2001-06-18,2001,1.0074407414662954,0.9709813910620521,1.0439000918705388,1.7846719864803935,1.67979780653735,1.805947158936032,1.742872482736691,1.7721552477901577,1.67979780653735,1.805947158936032,1.742872482736691,1.745122334191702,1.67979780653735,1.805947158936032,1.742872482736691
2001-06-25,2001,1.0063374910154324,0.9788899950513353,1.0337849869795293,1.801523186425492,1.6934796914388102,1.7884480274745855,1.7409638594566978,1.7821445995723062,1.6934796914388102,1.7884480274745855,1.7409638594566978,1.7471101009783394,1.6934796914388102,1.7884480274745855,1.7409638594566978
2001-07-02,2001,0.9947283176446261,0.9731689254341706,1.0162877098550818,1.7288903746243995,1.683582241001115,1.7581777380492913,1.7208799895252032,1.7839653814026115,1.683582241001115,1.7581777380492913,1.7208799895252032,1.7105943509649157,1.683582241001115,1.7581777380492913,1.7208799895252032
2001-07-09,2001,0.9723875401924162,0.912196338933112,1.0325787414517205,1.6728408285681573,1.578099666354284,1.7863612227114765,1.6822304445328802,1.7533110118898534,1.578099666354284,1.7863612227114765,1.6822304445328802,1.668907253694137,1.578099666354284,1.7863612227114765,1.6822304445328802
2001-07-16,2001,0.9270435334851957,0.8531485316518832,1.0009385353185083,1.6219199437961984,1.475946959757758,1.7316236661010194,1.6037853129293886,1.684129792351999,1.475946959757758,1.7316236661010194,1.6037853129293886,1.616347410273243,1.475946959757758,1.7316236661010194,1.6037853129293886
2001-07-23,2001,0.8621953016509013,0.7860599599201106,0.938330643381692,1.5941450232910765,1.3598837306617912,1.6233120130503271,1.4915978718560592,1.6228277642976525,1.3598837306617912,1.6233120130503271,1.4915978718560592,1.6067709195561828,1.3598837306617912,1.6233120130503271,1.4915978718560592
2001-07-30,2001,0.812673723046604,0.7509030845799778,0.8744443615132302,1.4675067309069052,1.2990623363233615,1.5127887454178883,1.4059255408706248,1.4757664059730429,1.2990623363233615,1.5127887454178883,1.4059255408706248,1.598529195443653,1.2990623363233615,1.5127887454178883,1.4059255408706248
2001-08-06,2001,0.791985289595399,0.7484415164175662,0.8355290627732319,1.3896226310271074,1.2948038234023895,1.4454652785976911,1.3701345510000402,1.4046383161839497,1.2948038234023895,1.4454652785976911,1.3701345510000402,1.5789866660482805,1.2948038234023895,1.4454652785976911,1.3701345510000402
2001-08-13,2001,0.7999149303683587,0.7610377768451543,0.8387920838915631,1.3740163093237832,1.316595353942117,1.4511103051324041,1.3838528295372605,1.3729655983470597,1.316595353942117,1.4511103051324041,1.3838528295372605,1.5179126410243065,1.316595353942117,1.4511103051324041,1.3838528295372605
2001-08-20,2001,0.8258284876704038,0.7750788522383673,0.8765781231024404,1.381433093805667,1.3408864143723753,1.5164801529672218,1.4286832836697987,1.3906131365393901,1.3408864143723753,1.5164801529672218,1.4286832836697987,1.4574942628779397,1.3408864143723753,1.5164801529672218,1.4286832836697987
2001-08-27,2001,0.8557834261612223,0.8048884117621227,0.9066784405603219,1.4356523742551646,1.3924569523484722,1.5685537021693567,1.4805053272589146,1.4270210975871727,1.3924569523484722,1.5685537021693567,1.4805053272589146,1.4899619485906328,1.3924569523484722,1.5685537021693567,1.4805053272589146
2001-09-03,2001,0.8794816884195927,0.8192381023149619,0.9397252745242236,1.413159750495624,1.417281917004884,1.625724724926907,1.5215033209658955,1.4579792107781335,1.417281917004884,1.625724724926907,1.5215033209658955,1.4817026082928777,1.417281917004884,1.625724724926907,1.5215033209658955
2001-09-10,2001,0.8910440505505951,0.8176783250678646,0.9644097760333256,1.4833995286105857,1.4145835023674058,1.6684289125376532,1.5415062074525294,1.4774780775729253,1.4145835023674058,1.6684289125376532,1.5415062074525294,1.495118165448561,1.4145835023674058,1.6684289125376532,1.5415062074525294
2001-09-17,2001,0.8901124645911825,0.8190046760915938,0.9612202530907713,1.4904935137294264,1.4168780896384572,1.6629110378470344,1.5398945637427457,1.53752716127979,1.4168780896384572,1.6629110378470344,1.5398945637427457,1.549342126716424,1.4168780896384572,1.6629110378470344,1.5398945637427457
2001-09-24,2001,0.9009836176255422,0.8396844055233808,0.9622828297277037,1.5239557198217704,1.4526540215554486,1.6647492954289274,1.558701658492188,1.5834671978453208,1.4526540215554486,1.6647492954289274,1.558701658492188,1.553501063383125,1.4526540215554486,1.6647492954289274,1.558701658492188
2001-10-01,2001,0.9141266256882948,0.8861457130012946,0.942107538375295,1.5695042084048416,1.5330320834922397,1.6298460413892604,1.58143906244075,1.5944782802657287,1.5330320834922397,1.6298460413892604,1.58143906244075,1.5667093567767139,1.5330320834922397,1.6298460413892604,1.58143906244075
2001-10-08,2001,0.9381243215511873,0.9174497080939092,0.9587989350084654,1.6068971953597846,1.587187995002463,1.6587221575646451,1.622955076283554,1.5558617261708132,1.587187995002463,1.6587221575646451,1.622955076283554,1.572577214129285,1.587187995002463,1.6587221575646451,1.622955076283554
2001-10-15,2001,0.9458047447617549,0.9249354314794543,0.9666740580440555,1.6426148320315417,1.600138296459456,1.672346120416216,1.636242208437836,1.5782610690881669,1.600138296459456,1.672346120416216,1.636242208437836,1.6112655661143152,1.600138296459456,1.672346120416216,1.636242208437836
2001-10-22,2001,0.968926506604661,0.9339889983509145,1.0038640148584075,1.658515818478064,1.615800967147082,1.736684745705045,1.6762428564260634,1.601513150879812,1.615800967147082,1.736684745705045,1.6762428564260634,1.6825476383519564,1.615800967147082,1.736684745705045,1.6762428564260634
2001-10-29,2001,0.9830504319025005,0.9285816222766405,1.0375192415283605,1.672275200055382,1.606446206538588,1.7949082878440636,1.7006772471913258,1.6425264511072624,1.606446206538588,1.7949082878440636,1.7006772471913258,1.6900754980417798,1.606446206538588,1.7949082878440636,1.7006772471913258
2001-11-05,2001,1.0270044424395122,0.973418702859602,1.0805901820194224,1.6910991869603165,1.6840143559471115,1.8694210148936006,1.7767176854203561,1.7477132922967897,1.6840143559471115,1.8694210148936006,1.7767176854203561,1.7375100779954311,1.6840143559471115,1.8694210148936006,1.7767176854203561
